City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,east london,-33.0153,27.9116,5.52,93,0,1.54,ZA,1690254867
364,winnipeg,49.8844,-97.147,22.99,63,75,3.58,CA,1690254710
365,bani walid,31.7566,13.9942,27.93,29,0,1.85,LY,1690254887
366,palora,-1.7,-77.9333,17.43,95,64,1.35,EC,1690255053
367,chabet el ameur,36.6371,3.6947,25.59,55,80,1.51,DZ,1690255053
368,altai,46.3722,96.2583,16.87,36,12,2.46,MN,1690255055
369,wakkanai,45.4094,141.6739,25.99,83,75,5.66,JP,1690255055
370,bereznik,62.8551,42.7072,12.98,94,71,1.44,RU,1690255055
371,sarmiento,-45.5882,-69.07,3.47,73,100,3.03,AR,1690254971
372,mount pearl,47.5166,-52.7813,20.81,87,40,8.75,CA,1690254896
373,hede,33.7681,120.2517,30.91,70,99,2.89,CN,1690255055
374,hami,42.8,93.45,33.23,15,0,2.65,CN,1690254969
375,nicoya,10.1483,-85.452,24.87,81,89,3.12,CR,1690255055
376,tannum sands,-23.9504,151.3693,24.3,49,75,10.8,AU,1690255056
377,clodomira,-27.5744,-64.1311,11.22,71,8,2.93,AR,1690255056
378,betio village,1.358,172.9211,31.02,72,8,4.31,KI,1690255056
379,popondetta,-8.7537,148.2534,26.7,62,100,1.52,PG,1690255056
380,morehead city,34.7229,-76.726,29.0,85,40,3.6,US,1690254885
381,cannonvale,-20.2833,148.7,18.66,75,20,6.41,AU,1690254974
382,rundu,-17.9333,19.7667,12.59,35,33,2.35,NA,1690255056
383,howard springs,-12.497,131.047,23.23,20,93,5.39,AU,1690255056
384,peto,20.1333,-88.9167,27.92,68,31,2.34,MX,1690255057
385,belaya kholunitsa,58.84,50.8528,13.61,92,11,1.72,RU,1690255057
386,athi river,-1.4507,36.9824,17.71,82,75,2.06,KE,1690255057
387,tarakan,3.3,117.6333,26.72,83,75,3.6,ID,1690255057
388,crucecita,-28.95,-58.9833,11.57,88,88,3.17,AR,1690254917
389,viedma,-40.8135,-62.9967,6.29,82,96,7.38,AR,1690254911
390,dudinka,69.4058,86.1778,18.68,48,52,6.59,RU,1690254878
391,rudnya,54.947,31.0934,13.94,95,80,2.18,RU,1690255057
392,kone,-21.0595,164.8658,23.38,48,100,6.44,NC,1690254949
393,ormara,25.2088,64.6357,28.53,86,100,4.98,PK,1690255058
394,pecos,31.4229,-103.4932,34.61,18,0,3.6,US,1690254606
395,saldanha,-33.0117,17.9442,3.03,77,0,4.33,ZA,1690254896
396,fada,9.5667,8.3,20.2,99,99,1.38,NG,1690254892
397,daru,-9.0763,143.2092,26.35,65,100,3.7,PG,1690254960
398,celestun,20.8667,-90.4,28.28,78,100,7.98,MX,1690255058
399,springbok,-29.6643,17.8865,7.07,37,100,4.25,ZA,1690255058
400,al bayda',32.7627,21.7551,24.32,44,0,2.34,LY,1690255058
401,alto araguaia,-17.3147,-53.2153,18.2,44,29,1.41,BR,1690255058
402,brookings,44.3114,-96.7984,24.0,76,0,3.09,US,1690254882
403,caluula,11.9661,50.7569,31.15,57,100,3.36,SO,1690255059
404,bulolo,-7.2,146.65,27.59,63,92,1.79,PG,1690255059
405,akureyri,65.6835,-18.0878,7.96,100,100,3.09,IS,1690255059
406,shanhecun,44.7,127.2,26.74,67,23,4.3,CN,1690255059
407,luninyets,52.2472,26.8047,17.15,92,100,3.11,BY,1690255059
408,misratah,32.3754,15.0925,30.36,47,0,3.75,LY,1690255059
409,kaltan,53.5347,87.2457,23.37,54,27,1.89,RU,1690255059
410,nuku'alofa,-21.1333,-175.2,21.69,60,15,3.77,TO,1690255059
411,marshfield,44.6689,-90.1718,21.49,78,0,0.0,US,1690255059
412,kloulklubed,7.0419,134.2556,29.28,80,100,4.31,PW,1690255060
413,berdigestyakh,62.0989,126.6992,29.09,42,46,1.75,RU,1690254881
414,anshun,26.25,105.9333,23.48,83,99,4.88,CN,1690255060
415,kizner,56.2749,51.508,15.68,88,72,1.77,RU,1690255060
416,amga,60.8953,131.9608,29.44,43,37,2.28,RU,1690255060
417,monrovia,6.3005,-10.7969,24.87,86,100,4.03,LR,1690255060
418,cuyo,10.8525,121.0086,27.56,84,100,14.23,PH,1690255060
419,minsk mazowiecki,52.1794,21.5725,20.77,95,100,4.95,PL,1690255060
420,keflavik,64.0049,-22.5624,10.95,100,100,3.6,IS,1690254871
421,ilsenburg,51.8667,10.6833,13.55,100,81,2.95,DE,1690255061
422,armacao de buzios,-22.7469,-41.8817,20.03,89,5,7.81,BR,1690255061
423,mancio lima,-7.6142,-72.8958,24.04,94,0,0.51,BR,1690255061
424,imamoglu,37.2651,35.6572,28.57,47,0,3.76,TR,1690255061
425,mmabatho,-25.85,25.6333,5.98,39,0,2.06,ZA,1690255061
426,st. thomas,42.7736,-81.1804,21.38,83,92,1.64,CA,1690255061
427,newman,37.3138,-121.0208,31.27,26,70,0.89,US,1690254988
428,unai,-16.3575,-46.9061,20.1,79,99,1.42,BR,1690255061
429,prado,-17.3411,-39.2208,19.85,93,32,1.88,BR,1690254921
430,acajutla,13.5928,-89.8275,25.36,92,98,4.78,SV,1690255062
431,kill devil hills,36.0307,-75.676,25.55,89,0,0.0,US,1690255062
432,bubaque,11.2833,-15.8333,26.78,82,100,4.17,GW,1690254919
433,shiyan,32.6475,110.7781,28.8,81,92,1.17,CN,1690254850
434,luderitz,-26.6481,15.1594,12.38,72,75,1.22,NA,1690254585
435,ankazoabo,-22.2833,44.5167,13.24,74,61,2.86,MG,1690255062
436,bratsk,56.1325,101.6142,19.27,69,53,1.38,RU,1690255062
437,melfort,52.8667,-104.6177,21.07,73,0,2.06,CA,1690255062
438,howrah,22.5892,88.3103,30.0,84,40,3.6,IN,1690254943
439,sretensk,52.2453,117.7093,28.51,38,96,1.12,RU,1690255063
440,revda,56.801,59.9303,15.51,92,52,3.39,RU,1690254992
441,cordova,38.0,-4.8333,17.75,68,0,1.03,ES,1690255063
442,puerto lopez,4.0845,-72.956,22.31,94,61,1.73,CO,1690255063
443,kivioli,59.3531,26.9711,11.45,90,4,2.3,EE,1690255063
444,mbandaka,0.0487,18.2603,21.76,88,67,1.83,CD,1690255063
445,tamanrasset,22.785,5.5228,24.95,22,2,3.09,DZ,1690254956
446,the pas,53.8251,-101.2541,20.01,60,75,2.57,CA,1690255063
447,limeira,-22.5647,-47.4017,19.98,47,69,1.25,BR,1690255063
448,prince rupert,54.3161,-130.3201,14.05,94,100,0.51,CA,1690254899
449,idfu,24.9803,32.8747,32.08,18,2,2.82,EG,1690255064
450,tangalle,6.024,80.7911,29.09,74,80,5.42,LK,1690254951
451,colchani,-20.3,-66.9333,2.32,28,0,3.73,BO,1690255064
452,muana,-1.5283,-49.2167,24.7,81,4,1.65,BR,1690255064
453,lorengau,-2.0226,147.2712,25.12,92,100,4.33,PG,1690254951
454,manokwari,-0.8667,134.0833,28.61,71,15,1.69,ID,1690254983
455,saint-pierre,-21.3393,55.4781,19.82,60,0,4.12,RE,1690255064
456,chany,55.3121,76.7647,19.63,72,5,5.05,RU,1690255064
457,eynesil,41.0645,39.1438,21.67,80,73,2.35,TR,1690255064
458,chernyshevsk,52.5243,117.0174,26.33,39,62,2.38,RU,1690255065
459,westport,41.1415,-73.3579,25.41,89,0,3.6,US,1690254973
460,douz,33.4663,9.0203,32.66,14,0,4.85,TN,1690255065
461,balykshi,47.0667,51.8667,23.0,88,75,2.0,KZ,1690255065
462,penapolis,-21.4197,-50.0775,18.26,46,0,3.0,BR,1690255065
463,shumikha,55.2261,63.2961,19.14,62,82,2.1,RU,1690255065
464,aleksandrov gay,50.147,48.5704,23.02,54,97,1.81,RU,1690255065
465,hadibu,12.65,54.0333,25.05,78,97,11.62,YE,1690254901
466,strelka,58.0728,93.0344,22.76,71,89,2.36,RU,1690255065
467,tindouf,27.6711,-8.1474,29.25,37,1,4.63,DZ,1690254900
468,vel'sk,61.0701,42.0983,12.59,89,99,1.34,RU,1690254898
469,sainte-menehould,49.0833,4.9,15.94,98,100,2.15,FR,1690255066
470,tra vinh,9.9347,106.3453,30.28,67,39,4.58,VN,1690255066
471,suratgarh,29.3167,73.9,34.96,50,99,5.81,IN,1690255066
472,fyodorovka,53.6314,62.7078,20.73,56,37,1.07,KZ,1690255066
473,cabedelo,-6.9811,-34.8339,23.37,83,35,5.6,BR,1690255066
474,la passe,45.5549,-0.8967,17.21,68,100,8.34,FR,1690254866
475,subaykhan,34.8544,40.6083,30.57,28,0,7.49,SY,1690255066
476,santa cruz,-17.8,-63.1667,21.7,60,75,6.17,BO,1690254915
477,spring creek,40.7266,-115.5859,24.83,34,25,1.71,US,1690254926
478,cidreira,-30.1811,-50.2056,17.53,97,100,5.69,BR,1690255067
479,grand falls-windsor,48.9332,-55.6649,19.17,84,12,2.68,CA,1690254919
480,kununurra,-15.7667,128.7333,20.99,24,10,7.2,AU,1690254900
481,muroto-misakicho,33.2833,134.15,28.04,78,6,2.93,JP,1690255067
482,calvinia,-31.4707,19.776,5.38,40,80,4.0,ZA,1690255067
483,ingeniero guillermo n. juarez,-23.9,-61.85,15.54,54,100,4.32,AR,1690255067
484,sambava,-14.2667,50.1667,19.81,87,77,3.35,MG,1690255067
485,tanggu,39.0211,117.6469,29.98,56,12,1.97,CN,1690255067
486,port augusta,-32.5,137.7667,17.03,48,0,1.35,AU,1690255068
487,colonia menno,-22.3667,-59.8167,16.36,61,1,4.46,PY,1690255068
488,morris,40.8334,-74.5329,24.57,87,0,1.54,US,1690255068
489,ghadamis,30.1337,9.5007,31.47,15,0,4.54,LY,1690255068
490,conde,-7.2597,-34.9075,22.7,94,75,4.12,BR,1690254985
491,ati,13.2154,18.3353,29.57,60,100,4.0,TD,1690254948
492,gobabis,-22.45,18.9667,10.4,42,64,1.92,NA,1690254926
493,troitsko-pechorsk,62.7084,56.1964,17.2,71,21,2.04,RU,1690254889
494,tayu,-6.5397,111.0518,28.68,62,96,4.51,ID,1690255068
495,st. john's,47.5649,-52.7093,21.27,88,40,8.75,CA,1690254816
496,turinsk,58.0458,63.696,19.0,60,6,1.72,RU,1690254890
497,rio grande,-32.035,-52.0986,12.75,94,100,9.73,BR,1690254887
498,trancas,-26.2314,-65.2803,8.0,64,10,0.81,AR,1690255069
499,cartagena,10.3997,-75.5144,27.79,83,20,4.12,CO,1690254993
500,fang,19.9169,99.2145,28.39,79,88,0.49,TH,1690255069
501,salinas,36.6777,-121.6555,24.71,66,0,5.14,US,1690254875
502,safford,32.834,-109.7076,36.17,23,5,0.45,US,1690255069
503,zaokskiy,54.7306,37.4089,13.82,97,94,1.53,RU,1690255069
504,odienne,9.51,-7.5692,22.07,96,100,1.37,CI,1690255069
505,yanam,16.7333,82.2167,26.5,88,100,5.71,IN,1690255070
506,san julian,21.0167,-102.1667,16.61,77,94,2.03,MX,1690255070
507,santa marta de ortigueira,43.6833,-7.85,17.36,78,93,0.45,ES,1690255070
508,greymouth,-42.4667,171.2,11.12,84,80,4.04,NZ,1690254895
509,carolina,18.3808,-65.9574,29.46,86,40,4.63,PR,1690255070
510,klaksvik,62.2266,-6.589,7.51,84,100,5.5,FO,1690255070
511,acapulco de juarez,16.8634,-99.8901,27.9,83,100,3.09,MX,1690254652
512,nizhneangarsk,55.7833,109.55,13.24,79,100,1.75,RU,1690255070
513,whakatane,-37.9585,176.9854,16.4,77,78,3.58,NZ,1690254856
514,miri,4.4148,114.0089,32.08,66,20,3.6,MY,1690255070
515,shache,38.4167,77.2406,27.18,40,71,0.89,CN,1690255071
516,kavaratti,10.5669,72.642,28.29,77,99,7.77,IN,1690255071
517,aubergenville,48.96,1.8547,16.61,97,85,2.12,FR,1690255071
518,brandon,27.9378,-82.2859,28.34,89,0,0.0,US,1690254989
519,anzio,41.4853,12.6179,31.39,71,69,7.71,IT,1690254933
520,pokrovsk,48.282,37.1758,16.75,62,0,0.87,UA,1690255071
521,hwange,-18.3693,26.5019,14.48,41,0,1.07,ZW,1690255071
522,joshimath,30.5667,79.5667,23.6,85,94,1.38,IN,1690254887
523,the dalles,45.5946,-121.1787,24.62,54,0,9.26,US,1690255071
524,curug,-6.2658,106.5564,28.88,78,20,1.54,ID,1690255071
525,whangarei,-35.7317,174.3239,13.29,84,48,4.97,NZ,1690255072
526,skovorodino,53.9833,123.9167,26.48,44,58,1.45,RU,1690255072
527,taroudant,30.4703,-8.877,21.88,71,0,1.73,MA,1690255072
528,ahar,38.4774,47.0699,19.41,60,1,2.63,IR,1690255072
529,ad-damazin,11.7891,34.3592,23.88,85,100,3.09,SD,1690255072
530,pemangkat,1.1667,108.9667,29.63,64,99,3.9,ID,1690255072
531,kismayo,-0.3582,42.5454,24.69,77,84,7.81,SO,1690254914
532,huilong,31.8111,121.655,28.81,80,96,7.62,CN,1690255072
533,taoudenni,22.6783,-3.9836,38.3,14,91,0.44,ML,1690254909
534,tromso,69.6496,18.957,13.54,82,100,1.03,NO,1690254805
535,pathanamthitta,9.2667,76.7833,26.52,88,100,1.48,IN,1690255073
536,dunedin,-45.8742,170.5036,8.78,71,87,2.68,NZ,1690254908
537,kangding,30.0513,101.9603,17.75,97,100,1.84,CN,1690255073
538,jasper,37.2001,-94.3502,27.79,69,5,3.09,US,1690255073
539,bathsheba,13.2167,-59.5167,27.34,89,75,6.17,BB,1690255073
540,amungan,15.3652,119.9582,28.0,86,100,8.03,PH,1690255073
541,seven pagodas,12.6264,80.1722,27.03,71,100,5.4,IN,1690255073
542,genhe,50.7833,121.5167,27.31,42,100,1.21,CN,1690255074
543,gao,16.6362,1.637,29.87,54,88,7.02,ML,1690255074
544,sault ste. marie,46.5168,-84.3333,16.31,96,0,4.12,CA,1690254884
545,rakops,-21.0167,24.3333,14.09,25,27,2.54,BW,1690255074
546,susuman,62.7833,148.1667,24.25,37,58,5.19,RU,1690254913
547,berlin,52.5244,13.4105,17.21,95,100,5.14,DE,1690254673
548,digapahandi,19.3667,84.5833,28.76,80,87,4.2,IN,1690255074
549,pea ridge,38.414,-82.3199,24.78,83,60,1.34,US,1690255074
550,puerto lempira,15.2667,-83.7667,26.7,85,44,4.12,HN,1690255075
551,burela de cabo,43.65,-7.4,16.76,81,92,4.13,ES,1690255075
552,mao,39.8885,4.2658,25.31,78,75,8.75,ES,1690255075
553,bonnyville,54.2668,-110.735,22.89,49,0,5.48,CA,1690255075
554,birjand,32.8663,59.2211,26.26,14,0,2.06,IR,1690255075
555,novokorsunskaya,45.6408,39.1464,20.22,82,1,1.21,RU,1690255075
556,bulawayo,-20.15,28.5833,11.06,38,2,4.76,ZW,1690255075
557,san fernando,15.0286,120.6898,31.85,68,100,5.09,PH,1690255075
558,vilyuysk,63.7553,121.6247,22.14,49,62,3.41,RU,1690254986
559,goure,13.9835,10.2704,28.31,50,71,3.79,NE,1690255076
560,tobruk,32.0836,23.9764,26.56,86,0,6.38,LY,1690254879
561,gulf breeze,30.3571,-87.1639,29.45,73,0,2.06,US,1690255076
562,nagai,38.1036,140.035,32.34,48,59,0.38,JP,1690255076
563,dolisie,-4.1997,12.6739,18.59,92,49,1.13,CG,1690255076
564,ternate,0.8,127.4,28.45,70,99,4.81,ID,1690255076
565,andergrove,-21.0833,149.1833,20.36,85,84,8.83,AU,1690255076
566,pasni,25.2631,63.471,27.91,86,100,7.41,PK,1690255076
567,new norfolk,-42.7826,147.0587,13.84,52,100,2.3,AU,1690254877
568,pascoe vale,-37.7251,144.938,15.8,67,40,1.54,AU,1690255077
569,madera,37.1666,-119.8343,34.05,21,11,3.14,US,1690255077
570,princeville,45.7668,-61.2985,22.1,91,40,1.03,CA,1690255070
